"Ensembl_nodot"	"ENTREZID"	"Symbol"	"gene_type"	"Chr"	"Start"	"End"	"Strand"
"ENSG00000107140"	"7016"	"TESK1"	"protein_coding"	"chr9"	35605367	35610038	"+"
"ENSG00000107147"	"57582"	"KCNT1"	"protein_coding"	"chr9"	138594031	138684992	"+"
"ENSG00000107159"	"768"	"CA9"	"protein_coding"	"chr9"	35673853	35681156	"+"
"ENSG00000107164"	"8939"	"FUBP3"	"protein_coding"	"chr9"	133454352	133513739	"+"
"ENSG00000107165"	"7306"	"TYRP1"	"protein_coding"	"chr9"	12685439	12710290	"+"
"ENSG00000107175"	"10488"	"CREB3"	"protein_coding"	"chr9"	35732332	35737001	"+"
"ENSG00000107185"	"9827"	"RGP1"	"protein_coding"	"chr9"	35749203	35758572	"+"
"ENSG00000107186"	"8777"	"MPDZ"	"protein_coding"	"chr9"	13105703	13279589	"-"
"ENSG00000107187"	"8022"	"LHX3"	"protein_coding"	"chr9"	139088096	139096955	"-"
"ENSG00000107201"	"23586"	"DDX58"	"protein_coding"	"chr9"	32455300	32526322	"-"
"ENSG00000107223"	"8721"	"EDF1"	"protein_coding"	"chr9"	139756571	139760738	"-"
"ENSG00000107242"	"8395"	"PIP5K1B"	"protein_coding"	"chr9"	71320575	71624092	"+"
"ENSG00000107249"	"169792"	"GLIS3"	"protein_coding"	"chr9"	3824127	4348392	"-"
"ENSG00000107262"	"573"	"BAG1"	"protein_coding"	"chr9"	33247818	33264761	"-"
"ENSG00000107263"	"2889"	"RAPGEF1"	"protein_coding"	"chr9"	134452157	134615461	"-"
"ENSG00000107281"	"56654"	"NPDC1"	"protein_coding"	"chr9"	139933922	139940655	"-"
"ENSG00000107282"	"320"	"APBA1"	"protein_coding"	"chr9"	72042446	72287222	"-"
"ENSG00000107290"	"23064"	"SETX"	"protein_coding"	"chr9"	135136743	135230372	"-"
"ENSG00000107295"	"6456"	"SH3GL2"	"protein_coding"	"chr9"	17579080	17797127	"+"
"ENSG00000107317"	"5730"	"PTGDS"	"protein_coding"	"chr9"	139871956	139879887	"+"
"ENSG00000107331"	"20"	"ABCA2"	"protein_coding"	"chr9"	139901686	139923367	"-"
"ENSG00000107338"	"6461"	"SHB"	"protein_coding"	"chr9"	37919131	38069210	"-"
"ENSG00000107341"	"54926"	"UBE2R2"	"protein_coding"	"chr9"	33817565	33920402	"+"
"ENSG00000107362"	"51104"	"ABHD17B"	"protein_coding"	"chr9"	74477368	74525847	"-"
"ENSG00000107371"	"51010"	"EXOSC3"	"protein_coding"	"chr9"	37766975	37801434	"-"
"ENSG00000107372"	"7763"	"ZFAND5"	"protein_coding"	"chr9"	74966341	74980163	"-"
"ENSG00000107404"	"1855"	"DVL1"	"protein_coding"	"chr1"	1270656	1284730	"-"
"ENSG00000107438"	"9124"	"PDLIM1"	"protein_coding"	"chr10"	96997329	97050781	"-"
"ENSG00000107443"	"54619"	"CCNJ"	"protein_coding"	"chr10"	97803151	97820627	"+"
"ENSG00000107447"	"1791"	"DNTT"	"protein_coding"	"chr10"	98064085	98098321	"+"
"ENSG00000107485"	"2625"	"GATA3"	"protein_coding"	"chr10"	8095567	8117161	"+"
"ENSG00000107518"	"26033"	"ATRNL1"	"protein_coding"	"chr10"	116853124	117708503	"+"
"ENSG00000107521"	"3257"	"HPS1"	"protein_coding"	"chr10"	100175955	100206684	"-"
"ENSG00000107537"	"5264"	"PHYH"	"protein_coding"	"chr10"	13319796	13344412	"-"
"ENSG00000107551"	"83937"	"RASSF4"	"protein_coding"	"chr10"	45454855	45491339	"+"
"ENSG00000107554"	"23268"	"DNMBP"	"protein_coding"	"chr10"	101635334	101769676	"-"
"ENSG00000107560"	"22841"	"RAB11FIP2"	"protein_coding"	"chr10"	119764427	119806114	"-"
"ENSG00000107562"	"6387"	"CXCL12"	"protein_coding"	"chr10"	44793038	44881941	"-"
"ENSG00000107566"	"10613"	"ERLIN1"	"protein_coding"	"chr10"	101909851	101948091	"-"
"ENSG00000107581"	"8661"	"EIF3A"	"protein_coding"	"chr10"	120794356	120840316	"-"
"ENSG00000107593"	"9033"	"PKD2L1"	"protein_coding"	"chr10"	102047903	102090243	"-"
"ENSG00000107611"	"8029"	"CUBN"	"protein_coding"	"chr10"	16865963	17171830	"-"
"ENSG00000107614"	"1787"	"TRDMT1"	"protein_coding"	"chr10"	17184253	17244053	"-"
"ENSG00000107625"	"79009"	"DDX50"	"protein_coding"	"chr10"	70661034	70706603	"+"
"ENSG00000107643"	"5599"	"MAPK8"	"protein_coding"	"chr10"	49514698	49647403	"+"
"ENSG00000107651"	"11196"	"SEC23IP"	"protein_coding"	"chr10"	121652223	121702014	"+"
"ENSG00000107669"	"11101"	"ATE1"	"protein_coding"	"chr10"	123499939	123688316	"-"
"ENSG00000107672"	"54780"	"NSMCE4A"	"protein_coding"	"chr10"	123716603	123734732	"-"
"ENSG00000107679"	"59338"	"PLEKHA1"	"protein_coding"	"chr10"	124134212	124191867	"+"
"ENSG00000107719"	"27143"	"PALD1"	"protein_coding"	"chr10"	72238577	72328205	"+"
"ENSG00000107731"	"219699"	"UNC5B"	"protein_coding"	"chr10"	72972327	73062621	"+"
"ENSG00000107736"	"64072"	"CDH23"	"protein_coding"	"chr10"	73156691	73575702	"+"
"ENSG00000107738"	"64115"	"C10orf54"	"protein_coding"	"chr10"	73507316	73533255	"-"
"ENSG00000107742"	"9806"	"SPOCK2"	"protein_coding"	"chr10"	73818793	73848790	"-"
"ENSG00000107745"	"10367"	"MICU1"	"protein_coding"	"chr10"	74127098	74385899	"-"
"ENSG00000107758"	"5532"	"PPP3CB"	"protein_coding"	"chr10"	75196186	75255782	"-"
"ENSG00000107771"	"54462"	"CCSER2"	"protein_coding"	"chr10"	86088342	86278273	"+"
"ENSG00000107779"	"657"	"BMPR1A"	"protein_coding"	"chr10"	88516407	88692595	"+"
"ENSG00000107789"	"9562"	"MINPP1"	"protein_coding"	"chr10"	89264632	89313217	"+"
"ENSG00000107796"	"59"	"ACTA2"	"protein_coding"	"chr10"	90694831	90751147	"-"
"ENSG00000107798"	"3988"	"LIPA"	"protein_coding"	"chr10"	90973326	91174314	"-"
"ENSG00000107807"	"3195"	"TLX1"	"protein_coding"	"chr10"	102889257	102897545	"+"
"ENSG00000107815"	"56652"	"C10orf2"	"protein_coding"	"chr10"	102747124	102754158	"+"
"ENSG00000107816"	"84445"	"LZTS2"	"protein_coding"	"chr10"	102756375	102767593	"+"
"ENSG00000107819"	"81855"	"SFXN3"	"protein_coding"	"chr10"	102790991	102800998	"+"
"ENSG00000107821"	"81621"	"KAZALD1"	"protein_coding"	"chr10"	102821598	102827888	"+"
"ENSG00000107829"	"6468"	"FBXW4"	"protein_coding"	"chr10"	103370423	103455052	"-"
"ENSG00000107831"	"2253"	"FGF8"	"protein_coding"	"chr10"	103529899	103535854	"-"
"ENSG00000107833"	"10360"	"NPM3"	"protein_coding"	"chr10"	103541082	103543170	"-"
"ENSG00000107854"	"80351"	"TNKS2"	"protein_coding"	"chr10"	93558069	93625033	"+"
"ENSG00000107859"	"5309"	"PITX3"	"protein_coding"	"chr10"	103989943	104001231	"-"
"ENSG00000107862"	"8729"	"GBF1"	"protein_coding"	"chr10"	104005289	104142656	"+"
"ENSG00000107863"	"57584"	"ARHGAP21"	"protein_coding"	"chr10"	24872538	25012597	"-"
"ENSG00000107864"	"22849"	"CPEB3"	"protein_coding"	"chr10"	93806449	94050844	"-"
"ENSG00000107872"	"79176"	"FBXL15"	"protein_coding"	"chr10"	104178946	104182893	"+"
"ENSG00000107874"	"79004"	"CUEDC2"	"protein_coding"	"chr10"	104183002	104192418	"-"
"ENSG00000107882"	"51684"	"SUFU"	"protein_coding"	"chr10"	104263744	104393292	"+"
"ENSG00000107890"	"22852"	"ANKRD26"	"protein_coding"	"chr10"	27280843	27389421	"-"
"ENSG00000107897"	"91452"	"ACBD5"	"protein_coding"	"chr10"	27484146	27531059	"-"
"ENSG00000107902"	"64077"	"LHPP"	"protein_coding"	"chr10"	126150403	126306457	"+"
"ENSG00000107929"	"23185"	"LARP4B"	"protein_coding"	"chr10"	855484	977564	"-"
"ENSG00000107937"	"23560"	"GTPBP4"	"protein_coding"	"chr10"	1034338	1065876	"+"
"ENSG00000107938"	"26098"	"C10orf137"	"protein_coding"	"chr10"	127408084	127452712	"+"
"ENSG00000107949"	"56647"	"BCCIP"	"protein_coding"	"chr10"	127512115	127542264	"+"
"ENSG00000107951"	"55149"	"MTPAP"	"protein_coding"	"chr10"	30598730	30663377	"-"
"ENSG00000107954"	"9148"	"NEURL"	"protein_coding"	"chr10"	105253736	105352309	"+"
"ENSG00000107957"	"9644"	"SH3PXD2A"	"protein_coding"	"chr10"	105348285	105615301	"-"
"ENSG00000107959"	"10531"	"PITRM1"	"protein_coding"	"chr10"	3179920	3215003	"-"
"ENSG00000107960"	"79991"	"OBFC1"	"protein_coding"	"chr10"	105642300	105677963	"-"
"ENSG00000107968"	"1326"	"MAP3K8"	"protein_coding"	"chr10"	30722866	30750762	"+"
"ENSG00000107984"	"22943"	"DKK1"	"protein_coding"	"chr10"	54074056	54077802	"+"
"ENSG00000108001"	"253738"	"EBF3"	"protein_coding"	"chr10"	131633547	131762105	"-"
"ENSG00000108010"	"10539"	"GLRX3"	"protein_coding"	"chr10"	131934663	131982785	"+"
"ENSG00000108018"	"114815"	"SORCS1"	"protein_coding"	"chr10"	108333421	108924292	"-"
"ENSG00000108021"	"54906"	"FAM208B"	"protein_coding"	"chr10"	5726801	5805703	"+"
"ENSG00000108039"	"7511"	"XPNPEP1"	"protein_coding"	"chr10"	111624524	111683311	"-"
"ENSG00000108055"	"9126"	"SMC3"	"protein_coding"	"chr10"	112327449	112364394	"+"
"ENSG00000108061"	"8036"	"SHOC2"	"protein_coding"	"chr10"	112679301	112773425	"+"
"ENSG00000108064"	"7019"	"TFAM"	"protein_coding"	"chr10"	60144782	60158981	"+"
"ENSG00000108091"	"8030"	"CCDC6"	"protein_coding"	"chr10"	61548521	61666414	"-"
"ENSG00000108094"	"8453"	"CUL2"	"protein_coding"	"chr10"	35297479	35379570	"-"
"ENSG00000108100"	"219771"	"CCNY"	"protein_coding"	"chr10"	35535953	35860852	"+"
"ENSG00000108106"	"27338"	"UBE2S"	"protein_coding"	"chr19"	55912652	55919145	"-"
"ENSG00000108107"	"6158"	"RPL28"	"protein_coding"	"chr19"	55896713	55914612	"+"
"ENSG00000108175"	"57178"	"ZMIZ1"	"protein_coding"	"chr10"	80828792	81076276	"+"
"ENSG00000108176"	"56521"	"DNAJC12"	"protein_coding"	"chr10"	69556427	69597924	"-"
"ENSG00000108179"	"10105"	"PPIF"	"protein_coding"	"chr10"	81107225	81115093	"+"
"ENSG00000108187"	"64081"	"PBLD"	"protein_coding"	"chr10"	70042417	70092806	"-"
"ENSG00000108219"	"81619"	"TSPAN14"	"protein_coding"	"chr10"	82213922	82292879	"+"
"ENSG00000108231"	"9211"	"LGI1"	"protein_coding"	"chr10"	95517566	95557916	"+"
"ENSG00000108239"	"23232"	"TBC1D12"	"protein_coding"	"chr10"	96162261	96295687	"+"
"ENSG00000108242"	"1562"	"CYP2C18"	"protein_coding"	"chr10"	96443251	96495947	"+"
"ENSG00000108244"	"25984"	"KRT23"	"protein_coding"	"chr17"	39078948	39093886	"-"
"ENSG00000108255"	"1411"	"CRYBA1"	"protein_coding"	"chr17"	27573881	27581512	"+"
"ENSG00000108256"	"57532"	"NUFIP2"	"protein_coding"	"chr17"	27582854	27621136	"-"
"ENSG00000108262"	"28964"	"GIT1"	"protein_coding"	"chr17"	27900487	27921072	"-"
"ENSG00000108298"	"6143"	"RPL19"	"protein_coding"	"chr17"	37356536	37360980	"+"
"ENSG00000108306"	"84961"	"FBXL20"	"protein_coding"	"chr17"	37415384	37558776	"-"
"ENSG00000108309"	"10900"	"RUNDC3A"	"protein_coding"	"chr17"	42385781	42396039	"+"
"ENSG00000108312"	"7343"	"UBTF"	"protein_coding"	"chr17"	42282401	42298994	"-"
"ENSG00000108342"	"1440"	"CSF3"	"protein_coding"	"chr17"	38171614	38174066	"+"
"ENSG00000108344"	"5709"	"PSMD3"	"protein_coding"	"chr17"	38137050	38154213	"+"
"ENSG00000108349"	"22794"	"CASC3"	"protein_coding"	"chr17"	38296571	38328436	"+"
"ENSG00000108352"	"51195"	"RAPGEFL1"	"protein_coding"	"chr17"	38333263	38351908	"+"
"ENSG00000108370"	"8787"	"RGS9"	"protein_coding"	"chr17"	63133549	63223821	"+"
"ENSG00000108375"	"54894"	"RNF43"	"protein_coding"	"chr17"	56429861	56494956	"-"
"ENSG00000108379"	"7473"	"WNT3"	"protein_coding"	"chr17"	44839872	44910520	"-"
"ENSG00000108379"	"101929777"	"WNT3"	"protein_coding"	"chr17"	44839872	44910520	"-"
"ENSG00000108381"	"443"	"ASPA"	"protein_coding"	"chr17"	3375668	3406713	"+"
"ENSG00000108384"	"5889"	"RAD51C"	"protein_coding"	"chr17"	56769934	56811703	"+"
"ENSG00000108387"	"5414"	"SEPT4"	"protein_coding"	"chr17"	56597611	56618179	"-"
"ENSG00000108389"	"9110"	"MTMR4"	"protein_coding"	"chr17"	56566898	56595266	"-"
"ENSG00000108395"	"4591"	"TRIM37"	"protein_coding"	"chr17"	57059999	57184282	"-"
"ENSG00000108405"	"5023"	"P2RX1"	"protein_coding"	"chr17"	3799886	3819794	"-"
"ENSG00000108406"	"79665"	"DHX40"	"protein_coding"	"chr17"	57642886	57685706	"+"
"ENSG00000108417"	"8688"	"KRT37"	"protein_coding"	"chr17"	39577005	39580775	"-"
"ENSG00000108423"	"51174"	"TUBD1"	"protein_coding"	"chr17"	57936851	57970304	"-"
"ENSG00000108424"	"3837"	"KPNB1"	"protein_coding"	"chr17"	45726842	45762871	"+"
"ENSG00000108433"	"9570"	"GOSR2"	"protein_coding"	"chr17"	45000483	45105003	"+"
"ENSG00000108439"	"55163"	"PNPO"	"protein_coding"	"chr17"	46018872	46025654	"+"
"ENSG00000108443"	"6198"	"RPS6KB1"	"protein_coding"	"chr17"	57970447	58027925	"+"
"ENSG00000108448"	"147166"	"TRIM16L"	"protein_coding"	"chr17"	18601311	18639431	"+"
"ENSG00000108465"	"80279"	"CDK5RAP3"	"protein_coding"	"chr17"	46045176	46059140	"+"
"ENSG00000108468"	"10951"	"CBX1"	"protein_coding"	"chr17"	46147414	46178883	"-"
"ENSG00000108469"	"9400"	"RECQL5"	"protein_coding"	"chr17"	73622925	73663269	"-"
"ENSG00000108474"	"9487"	"PIGL"	"protein_coding"	"chr17"	16120505	16252115	"+"
"ENSG00000108479"	"2584"	"GALK1"	"protein_coding"	"chr17"	73747675	73761792	"-"
"ENSG00000108506"	"57508"	"INTS2"	"protein_coding"	"chr17"	59942731	60005377	"-"
"ENSG00000108509"	"23125"	"CAMTA2"	"protein_coding"	"chr17"	4871287	4890960	"-"
"ENSG00000108510"	"9969"	"MED13"	"protein_coding"	"chr17"	60019966	60142643	"-"
"ENSG00000108511"	"3216"	"HOXB6"	"protein_coding"	"chr17"	46671639	46682354	"-"
"ENSG00000108515"	"2027"	"ENO3"	"protein_coding"	"chr17"	4851387	4860426	"+"
"ENSG00000108518"	"5216"	"PFN1"	"protein_coding"	"chr17"	4848947	4852356	"-"
"ENSG00000108523"	"26001"	"RNF167"	"protein_coding"	"chr17"	4843303	4848517	"+"
"ENSG00000108528"	"8402"	"SLC25A11"	"protein_coding"	"chr17"	4840425	4843546	"-"
"ENSG00000108551"	"51655"	"RASD1"	"protein_coding"	"chr17"	17397751	17399709	"-"
"ENSG00000108556"	"1145"	"CHRNE"	"protein_coding"	"chr17"	4801069	4806369	"-"
"ENSG00000108557"	"10743"	"RAI1"	"protein_coding"	"chr17"	17584787	17714767	"+"
"ENSG00000108559"	"4927"	"NUP88"	"protein_coding"	"chr17"	5264258	5323480	"-"
"ENSG00000108561"	"708"	"C1QBP"	"protein_coding"	"chr17"	5336097	5352150	"-"
"ENSG00000108576"	"6532"	"SLC6A4"	"protein_coding"	"chr17"	28521337	28563020	"-"
"ENSG00000108578"	"642"	"BLMH"	"protein_coding"	"chr17"	28575218	28619074	"-"
"ENSG00000108582"	"1362"	"CPD"	"protein_coding"	"chr17"	28705923	28797007	"+"
"ENSG00000108587"	"9527"	"GOSR1"	"protein_coding"	"chr17"	28804380	28854610	"+"
"ENSG00000108588"	"57003"	"CCDC47"	"protein_coding"	"chr17"	61822610	61853711	"-"
"ENSG00000108590"	"51003"	"MED31"	"protein_coding"	"chr17"	6546635	6554954	"-"
"ENSG00000108591"	"1819"	"DRG2"	"protein_coding"	"chr17"	17991200	18011285	"+"
"ENSG00000108592"	"117246"	"FTSJ3"	"protein_coding"	"chr17"	61896793	61907372	"-"
"ENSG00000108599"	"11216"	"AKAP10"	"protein_coding"	"chr17"	19807615	19881656	"-"
"ENSG00000108602"	"218"	"ALDH3A1"	"protein_coding"	"chr17"	19641297	19652256	"-"
"ENSG00000108604"	"6603"	"SMARCD2"	"protein_coding"	"chr17"	61909444	61920425	"-"
"ENSG00000108622"	"3384"	"ICAM2"	"protein_coding"	"chr17"	62079954	62097994	"-"
"ENSG00000108639"	"9144"	"SYNGR2"	"protein_coding"	"chr17"	76164639	76169608	"+"
"ENSG00000108641"	"27077"	"B9D1"	"protein_coding"	"chr17"	19240867	19281495	"-"
"ENSG00000108651"	"55813"	"UTP6"	"protein_coding"	"chr17"	30187923	30228784	"-"
"ENSG00000108654"	"1655"	"DDX5"	"protein_coding"	"chr17"	62495734	62504317	"-"
"ENSG00000108666"	"64149"	"C17orf75"	"protein_coding"	"chr17"	30651584	30677042	"-"
"ENSG00000108669"	"9267"	"CYTH1"	"protein_coding"	"chr17"	76670130	76778379	"-"
"ENSG00000108671"	"5717"	"PSMD11"	"protein_coding"	"chr17"	30771279	30810336	"+"
"ENSG00000108679"	"3959"	"LGALS3BP"	"protein_coding"	"chr17"	76967320	76976191	"-"
"ENSG00000108684"	"40"	"ASIC2"	"protein_coding"	"chr17"	31340105	32501983	"-"
"ENSG00000108688"	"6354"	"CCL7"	"protein_coding"	"chr17"	32597240	32599261	"+"
"ENSG00000108691"	"6347"	"CCL2"	"protein_coding"	"chr17"	32582304	32584222	"+"
"ENSG00000108700"	"6355"	"CCL8"	"protein_coding"	"chr17"	32646055	32648421	"+"
"ENSG00000108702"	"6346"	"CCL1"	"protein_coding"	"chr17"	32687347	32690250	"-"
"ENSG00000108733"	"5193"	"PEX12"	"protein_coding"	"chr17"	33901814	33905882	"-"
"ENSG00000108759"	"3882"	"KRT32"	"protein_coding"	"chr17"	39616063	39623681	"-"
"ENSG00000108771"	"79132"	"DHX58"	"protein_coding"	"chr17"	40253422	40264751	"-"
"ENSG00000108773"	"2648"	"KAT2A"	"protein_coding"	"chr17"	40265126	40273376	"-"
"ENSG00000108774"	"5878"	"RAB5C"	"protein_coding"	"chr17"	40276994	40307035	"-"
"ENSG00000108784"	"4669"	"NAGLU"	"protein_coding"	"chr17"	40688190	40696467	"+"
"ENSG00000108786"	"3292"	"HSD17B1"	"protein_coding"	"chr17"	40701232	40707231	"+"
"ENSG00000108788"	"6945"	"MLX"	"protein_coding"	"chr17"	40719086	40725257	"+"
"ENSG00000108797"	"8506"	"CNTNAP1"	"protein_coding"	"chr17"	40834631	40851832	"+"
"ENSG00000108798"	"51225"	"ABI3"	"protein_coding"	"chr17"	47287589	47300587	"+"
"ENSG00000108799"	"2145"	"EZH1"	"protein_coding"	"chr17"	40852293	40897071	"-"
"ENSG00000108813"	"1748"	"DLX4"	"protein_coding"	"chr17"	48046334	48052321	"+"
"ENSG00000108819"	"84687"	"PPP1R9B"	"protein_coding"	"chr17"	48211104	48227991	"-"
"ENSG00000108821"	"1277"	"COL1A1"	"protein_coding"	"chr17"	48260650	48278993	"-"
"ENSG00000108823"	"6442"	"SGCA"	"protein_coding"	"chr17"	48241575	48253292	"+"
"ENSG00000108825"	"100885850"	"PTGES3L-AARSD1"	"protein_coding"	"chr17"	41102543	41132545	"-"
"ENSG00000108826"	"51264"	"MRPL27"	"protein_coding"	"chr17"	48445218	48450575	"-"
"ENSG00000108828"	"10493"	"VAT1"	"protein_coding"	"chr17"	41166622	41177140	"-"
"ENSG00000108829"	"55379"	"LRRC59"	"protein_coding"	"chr17"	48452420	48474914	"-"
"ENSG00000108830"	"8153"	"RND2"	"protein_coding"	"chr17"	41177258	41184057	"+"
"ENSG00000108839"	"239"	"ALOX12"	"protein_coding"	"chr17"	6899384	6914055	"+"
"ENSG00000108840"	"10014"	"HDAC5"	"protein_coding"	"chr17"	42154114	42201070	"-"
"ENSG00000108846"	"8714"	"ABCC3"	"protein_coding"	"chr17"	48712138	48769613	"+"
"ENSG00000108848"	"51747"	"LUC7L3"	"protein_coding"	"chr17"	48796905	48833574	"+"
"ENSG00000108849"	"5539"	"PPY"	"protein_coding"	"chr17"	42018172	42019836	"-"
"ENSG00000108852"	"4355"	"MPP2"	"protein_coding"	"chr17"	41952725	41987068	"-"
"ENSG00000108854"	"64750"	"SMURF2"	"protein_coding"	"chr17"	62538413	62658186	"-"
"ENSG00000108861"	"1845"	"DUSP3"	"protein_coding"	"chr17"	41843489	41856356	"-"
"ENSG00000108878"	"786"	"CACNG1"	"protein_coding"	"chr17"	65040706	65052909	"+"
"ENSG00000108883"	"9343"	"EFTUD2"	"protein_coding"	"chr17"	42927311	42977030	"-"
"ENSG00000108924"	"3131"	"HLF"	"protein_coding"	"chr17"	53342373	53402426	"+"
"ENSG00000108932"	"9120"	"SLC16A6"	"protein_coding"	"chr17"	66263167	66287408	"-"
"ENSG00000108946"	"5573"	"PRKAR1A"	"protein_coding"	"chr17"	66507921	66547460	"+"
"ENSG00000108947"	"1949"	"EFNB3"	"protein_coding"	"chr17"	7608520	7614696	"+"
"ENSG00000108950"	"54757"	"FAM20A"	"protein_coding"	"chr17"	66531254	66597530	"-"
"ENSG00000108953"	"7531"	"YWHAE"	"protein_coding"	"chr17"	1247566	1303672	"-"
"ENSG00000108960"	"23531"	"MMD"	"protein_coding"	"chr17"	53469974	53499353	"-"
"ENSG00000108961"	"29098"	"RANGRF"	"protein_coding"	"chr17"	8191815	8193410	"+"
"ENSG00000108963"	"1801"	"DPH1"	"protein_coding"	"chr17"	1933404	1946724	"+"
"ENSG00000108984"	"5608"	"MAP2K6"	"protein_coding"	"chr17"	67410839	67539472	"+"
"ENSG00000109016"	"25979"	"DHRS7B"	"protein_coding"	"chr17"	21026677	21096578	"+"
"ENSG00000109046"	"26118"	"WSB1"	"protein_coding"	"chr17"	25621102	25640657	"+"
"ENSG00000109047"	"5957"	"RCVRN"	"protein_coding"	"chr17"	9799637	9808938	"-"
"ENSG00000109061"	"4619"	"MYH1"	"protein_coding"	"chr17"	10395624	10421860	"-"
"ENSG00000109062"	"9368"	"SLC9A3R1"	"protein_coding"	"chr17"	72744791	72765492	"+"
"ENSG00000109063"	"4621"	"MYH3"	"protein_coding"	"chr17"	10531843	10560626	"-"
"ENSG00000109065"	"26151"	"NAT9"	"protein_coding"	"chr17"	72766686	72772506	"-"
"ENSG00000109066"	"54868"	"TMEM104"	"protein_coding"	"chr17"	72772622	72835918	"+"
"ENSG00000109072"	"7448"	"VTN"	"protein_coding"	"chr17"	26691290	26700110	"-"
"ENSG00000109079"	"7126"	"TNFAIP1"	"protein_coding"	"chr17"	26662628	26674035	"+"
"ENSG00000109083"	"90410"	"IFT20"	"protein_coding"	"chr17"	26655352	26662515	"-"
"ENSG00000109084"	"27346"	"TMEM97"	"protein_coding"	"chr17"	26646121	26655707	"+"
"ENSG00000109089"	"30850"	"CDR2L"	"protein_coding"	"chr17"	72983727	73001895	"+"
"ENSG00000109099"	"5376"	"PMP22"	"protein_coding"	"chr17"	15133095	15168643	"-"
"ENSG00000109101"	"8456"	"FOXN1"	"protein_coding"	"chr17"	26833261	26865914	"+"
"ENSG00000109103"	"9094"	"UNC119"	"protein_coding"	"chr17"	26873725	26879686	"-"
"ENSG00000109107"	"230"	"ALDOC"	"protein_coding"	"chr17"	26900133	26904282	"-"
"ENSG00000109111"	"6830"	"SUPT6H"	"protein_coding"	"chr17"	26989109	27029697	"+"
"ENSG00000109113"	"83871"	"RAB34"	"protein_coding"	"chr17"	27041299	27045447	"-"
"ENSG00000109118"	"57649"	"PHF12"	"protein_coding"	"chr17"	27232268	27278789	"-"
"ENSG00000109132"	"8929"	"PHOX2B"	"protein_coding"	"chr4"	41746099	41750987	"-"
"ENSG00000109133"	"55161"	"TMEM33"	"protein_coding"	"chr4"	41937137	41962589	"+"
"ENSG00000109158"	"2557"	"GABRA4"	"protein_coding"	"chr4"	46920917	46996424	"-"
"ENSG00000109163"	"2798"	"GNRHR"	"protein_coding"	"chr4"	68605046	68620078	"-"
"ENSG00000109171"	"57606"	"SLAIN2"	"protein_coding"	"chr4"	48343339	48428229	"+"
"ENSG00000109180"	"54940"	"OCIAD1"	"protein_coding"	"chr4"	48807229	48863834	"+"
"ENSG00000109181"	"7365"	"UGT2B10"	"protein_coding"	"chr4"	69681711	69696914	"+"
"ENSG00000109182"	"80157"	"CWH43"	"protein_coding"	"chr4"	48988264	49064098	"+"
"ENSG00000109184"	"23142"	"DCUN1D4"	"protein_coding"	"chr4"	52709166	52783003	"+"
"ENSG00000109189"	"64854"	"USP46"	"protein_coding"	"chr4"	53457138	53525502	"-"
"ENSG00000109193"	"6783"	"SULT1E1"	"protein_coding"	"chr4"	70676498	70725870	"-"
"ENSG00000109205"	"54959"	"ODAM"	"protein_coding"	"chr4"	71062213	71070293	"+"
"ENSG00000109208"	"26952"	"SMR3A"	"protein_coding"	"chr4"	71226478	71232875	"+"
"ENSG00000109220"	"26511"	"CHIC2"	"protein_coding"	"chr4"	54875956	54930857	"-"
"ENSG00000109255"	"10874"	"NMU"	"protein_coding"	"chr4"	56461396	56502865	"-"
"ENSG00000109265"	"57482"	"KIAA1211"	"protein_coding"	"chr4"	57036361	57194791	"+"
"ENSG00000109270"	"8649"	"LAMTOR3"	"protein_coding"	"chr4"	100799493	100815647	"-"
"ENSG00000109272"	"5197"	"PF4V1"	"protein_coding"	"chr4"	74718906	74719872	"+"
"ENSG00000109320"	"4790"	"NFKB1"	"protein_coding"	"chr4"	103422486	103538459	"+"
"ENSG00000109321"	"374"	"AREG"	"protein_coding"	"chr4"	75310851	75320726	"+"
"ENSG00000109323"	"4126"	"MANBA"	"protein_coding"	"chr4"	103552660	103682151	"-"
"ENSG00000109332"	"7323"	"UBE2D3"	"protein_coding"	"chr4"	103715540	103790053	"-"
"ENSG00000109339"	"5602"	"MAPK10"	"protein_coding"	"chr4"	86936276	87515284	"-"
"ENSG00000109381"	"1998"	"ELF2"	"protein_coding"	"chr4"	139949266	140098372	"-"
"ENSG00000109390"	"4717"	"NDUFC1"	"protein_coding"	"chr4"	140188034	140223705	"-"
"ENSG00000109424"	"7350"	"UCP1"	"protein_coding"	"chr4"	141480588	141489959	"-"
"ENSG00000109436"	"23158"	"TBC1D9"	"protein_coding"	"chr4"	141541919	141677274	"-"
"ENSG00000109445"	"27309"	"ZNF330"	"protein_coding"	"chr4"	142142041	142155851	"+"
"ENSG00000109452"	"8821"	"INPP4B"	"protein_coding"	"chr4"	142944313	143768585	"-"
"ENSG00000109458"	"2549"	"GAB1"	"protein_coding"	"chr4"	144257915	144395721	"+"
"ENSG00000109466"	"11275"	"KLHL2"	"protein_coding"	"chr4"	166128770	166244308	"+"
"ENSG00000109471"	"3558"	"IL2"	"protein_coding"	"chr4"	123372625	123377880	"-"
"ENSG00000109472"	"1363"	"CPE"	"protein_coding"	"chr4"	166282346	166419472	"+"
"ENSG00000109475"	"6164"	"RPL34"	"protein_coding"	"chr4"	109541722	109551568	"+"
